group,attrs,packs,approx_groups_count,ml,number_entities,group_number_masked_product,material_type,optional_attrs,none_attrs,inferred_concentration,inferred_concentration_uom,inferred_packsize,inferred_packsize_uom,product,Item_Description,Item_Code,Secondary_Sales_UOM,Parent_Code,rowcd,percentage,mg,pack_size,misc,fraction,k,mg/ml,gm,liter,miu,pack_multiplier,mcg
meganerv,plus,tablet,1,,"{'#': {'string': '6 s', 'type': 'measurement', 'number_string': (None, '6.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None}}", <group> plus capsule <v>#<v> ,solid,,,,,6.0,pack_size,MEGANERV PLUS CAPSULE (6'S),MEGANERV PLUS CAPSULE (6'S),ACFW01,,ACFW01,2023-03-23 11:09:32,,,6.0,,,,,,,,,
musligra,,tablet,1,,"{'#': {'string': '10 s', 'type': 'measurement', 'number_string': (None, '10.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None}}", <group> capsule <v>#<v> ,solid,,,,,10.0,pack_size,MUSLIGRA CAPSULE (10S),MUSLIGRA CAPSULE (10S),ACHQ01,,ACHQ01,2023-03-23 11:09:32,,,10.0,,,,,,,,,
,monocarton dsr p,tablet,0,,"{'#': {'string': '10 s', 'type': 'measurement', 'number_string': (None, '10.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None, 'context': {'before': ['<attr>', '<v>##<v>', '<attr>', '<pack>', '<attr>'], 'after': []}}, '##': {'string': '40', 'type': 'int', 'number_string': ('40.0',), 'context': {'before': ['<attr>'], 'after': ['<attr>', '<pack>', '<attr>', '<v>#<v>']}}}", p <v>##<v> dsr capsule monocarton <v>#<v> ,solid,,,,,10.0,pack_size,P 40 DSR CAPSULE (MONOCARTON) (10'S),P 40 DSR CAPSULE (MONOCARTON) (10'S),ACLJ02,,ACLJ02,2023-03-23 11:09:32,,,10.0,40.0,,,,,,,,
,raptadom dsr,tablet,0,,"{'#': {'string': '10 s', 'type': 'measurement', 'number_string': (None, '10.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None}}", raptadom dsr capsule <v>#<v> ,solid,,,,,10.0,pack_size,RAPTADOM-DSR CAPSULE (10'S),RAPTADOM-DSR CAPSULE (10'S),ACLK01,,ACLK01,2023-03-23 11:09:32,,,10.0,,,,,,,,,
,itroll novo,tablet,0,,"{'#': {'string': '10 s', 'type': 'measurement', 'number_string': (None, '10.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None, 'context': {'before': ['<attr>', '<attr>', '<v>##<v>', '<pack>'], 'after': []}}, '##': {'string': '200', 'type': 'int', 'number_string': ('200.0',), 'context': {'before': ['<attr>', '<attr>'], 'after': ['<pack>', '<v>#<v>']}}}", itroll novo <v>##<v> capsule <v>#<v> ,solid,,,,,10.0,pack_size,ITROLL NOVO 200 CAPSULE (10'S),ITROLL NOVO 200 CAPSULE (10'S),ACNH03,,ACNH03,2023-03-23 11:09:32,,,10.0,200.0,,,,,,,,
,itroll novo,tablet,0,,"{'#': {'string': '10 s', 'type': 'measurement', 'number_string': (None, '10.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None, 'context': {'before': ['<attr>', '<attr>', '<v>##<v>', '<pack>'], 'after': []}}, '##': {'string': '100', 'type': 'int', 'number_string': ('100.0',), 'context': {'before': ['<attr>', '<attr>'], 'after': ['<pack>', '<v>#<v>']}}}", itroll novo <v>##<v> capsule <v>#<v> ,solid,,,,,10.0,pack_size,ITROLL NOVO 100 CAPSULE (10'S),ITROLL NOVO 100 CAPSULE (10'S),ACNH13,,ACNH13,2023-03-23 11:09:32,,,10.0,100.0,,,,,,,,
,feripro z,tablet,0,,"{'#': {'string': '15 s', 'type': 'measurement', 'number_string': (None, '15.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None}}", feripro z capsule <v>#<v> ,solid,,,,,15.0,pack_size,FERIPRO-Z CAPSULE (15'S),FERIPRO-Z CAPSULE (15'S),ACNK01,,ACNK01,2023-03-23 11:09:32,,,15.0,,,,,,,,,
lycofol,red,tablet,1,,"{'#': {'string': '10 s', 'type': 'measurement', 'number_string': (None, '10.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None}}", <group> red capsule <v>#<v> ,solid,,,,,10.0,pack_size,LYCOFOL RED CAPSULE (10'S),LYCOFOL RED CAPSULE (10'S),ACOV01,,ACOV01,2023-03-23 11:09:32,,,10.0,,,,,,,,,
,alkemox white red,tablet,0,,"{'#': {'string': '250mg', 'type': 'measurement', 'number_string': (None, '250.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}, '##': {'string': '15 s', 'type': 'measurement', 'number_string': (None, '15.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None}}", alkemox <v>#<v> caps <v>##<v> red white ,solid,,,250.0,mg,15.0,pack_size,ALKEMOX 250MG CAPS (15'S)(RED & WHITE),ALKEMOX 250MG CAPS (15'S)(RED & WHITE),ACRM01,,ACRM01,2023-03-23 11:09:32,,250.0,15.0,,,,,,,,,
,alkemox y y,tablet,0,,"{'#': {'string': '15 s', 'type': 'measurement', 'number_string': (None, '15.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None, 'context': {'before': ['<attr>', '<v>##<v>', '<pack>', '<attr>', '<attr>'], 'after': []}}, '##': {'string': '500', 'type': 'int', 'number_string': ('500.0',), 'context': {'before': ['<attr>'], 'after': ['<pack>', '<attr>', '<attr>', '<v>#<v>']}}}", alkemox <v>##<v> capsule y y <v>#<v> ,solid,,,,,15.0,pack_size,ALKEMOX  500 CAPSULE (Y/Y) (15'S),ALKEMOX  500 CAPSULE (Y/Y) (15'S),ACRM11,,ACRM11,2023-03-23 11:09:32,,,15.0,500.0,,,,,,,,
moxikem,,syrup,1,60.0,"{'#': {'string': '60 ml', 'type': 'measurement', 'number_string': (None, '60.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> dry syrup <v>#<v> ,liquid,dry,,,,60.0,ml,MOXIKEM DRY SYRUP  (60ML),MOXIKEM DRY SYRUP  (60ML),ADEM02,,ADEM02,2023-03-23 11:09:32,,,,,,,,,,,,
,unocef with wfi,syrup,0,30.0,"{'#': {'string': '30ml', 'type': 'measurement', 'number_string': (None, '30.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", unocef dry syrup with wfi <v>#<v> ,liquid,dry,,,,30.0,ml,UNOCEF DRY SYRUP (WITH WFI) 30ML,UNOCEF DRY SYRUP (WITH WFI) 30ML,ADLM02,,ADLM02,2023-03-23 11:09:32,,,,,,,,,,,,
,unocef with wfi cv,syrup,0,30.0,"{'#': {'string': '30 ml', 'type': 'measurement', 'number_string': (None, '30.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", unocef cv dry syrup with wfi <v>#<v> ,liquid,dry,,,,30.0,ml,UNOCEF CV DRY SYRUP WITH WFI (30ML),UNOCEF CV DRY SYRUP WITH WFI (30ML),ADLM11,,ADLM11,2023-03-23 11:09:32,,,,,,,,,,,,
,moxate cv,syrup,0,30.0,"{'#': {'string': '30 ml', 'type': 'measurement', 'number_string': (None, '30.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", moxate cv dry syrup <v>#<v> ,liquid,dry,,,,30.0,ml,MOXATE CV DRY SYRUP (30ML),MOXATE CV DRY SYRUP (30ML),ADMW01,,ADMW01,2023-03-23 11:09:32,,,,,,,,,,,,
,moxate with wfi cv,syrup,0,30.0,"{'#': {'string': '30ml', 'type': 'measurement', 'number_string': (None, '30.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", moxate cv dry syrup with wfi <v>#<v> ,liquid,dry,,,,30.0,ml,MOXATE CV DRY SYRUP (WITH WFI) 30ML,MOXATE CV DRY SYRUP (WITH WFI) 30ML,ADMW02,,ADMW02,2023-03-23 11:09:32,,,,,,,,,,,,
,moxate with wfi cv,syrup,0,30.0,"{'#': {'string': '30ml', 'type': 'measurement', 'number_string': (None, '30.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", moxate cv ds dry syrup with wfi <v>#<v> ,liquid,dry ds,,,,30.0,ml,MOXATE CV DS DRY SYRUP (WITH WFI) 30ML,MOXATE CV DS DRY SYRUP (WITH WFI) 30ML,ADMW11,,ADMW11,2023-03-23 11:09:32,,,,,,,,,,,,
,unocef with wfi of,syrup,0,30.0,"{'#': {'string': '30ml', 'type': 'measurement', 'number_string': (None, '30.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", unocef of dry syrup with wfi <v>#<v> ,liquid,dry,,,,30.0,ml,UNOCEF OF DRY SYRUP (WITH WFI) 30ML,UNOCEF OF DRY SYRUP (WITH WFI) 30ML,ADOM02,,ADOM02,2023-03-23 11:09:32,,,,,,,,,,,,
,xylakem nasal,drops,0,10.0,"{'#': {'string': '10 ml', 'type': 'measurement', 'number_string': (None, '10.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", xylakem nasal drops <v>#<v> ,liquid,,,,,10.0,ml,XYLAKEM NASAL DROPS (10ML),XYLAKEM NASAL DROPS (10ML),AEGR01,,AEGR01,2023-03-23 11:09:32,,,,,,,,,,,,
omee,flavour lemon g,powder,1,,"{'#': {'string': '5 gm', 'type': 'measurement', 'number_string': (None, '5.0'), 'amount_suffix': (None, 'gm'), 'amount_separator': None, 'context': {'before': ['<group>', '<attr>', '<pack>', '<attr>', '<attr>'], 'after': []}}}", <group> g powder lemon flavour <v>#<v> ,solid,,,,,5.0,gm,OMEE-G POWDER (LEMON FLAVOUR) (5GM),OMEE-G POWDER (LEMON FLAVOUR) (5GM),AHAU02,,AHAU02,2023-03-23 11:09:32,,,,,,,,5.0,,,,
omee,jeera g,powder,1,,"{'#': {'string': '5 gm', 'type': 'measurement', 'number_string': (None, '5.0'), 'amount_suffix': (None, 'gm'), 'amount_separator': None, 'context': {'before': ['<group>', '<attr>', '<pack>', '<attr>'], 'after': []}}}", <group> g powder jeera <v>#<v> ,solid,,,,,5.0,gm,OMEE-G POWDER (JEERA) (5GM),OMEE-G POWDER (JEERA) (5GM),AHAU05,,AHAU05,2023-03-23 11:09:32,,,,,,,,5.0,,,,
omee,flavour beer g,powder,1,,"{'#': {'string': '5 gm', 'type': 'measurement', 'number_string': (None, '5.0'), 'amount_suffix': (None, 'gm'), 'amount_separator': None, 'context': {'before': ['<group>', '<attr>', '<pack>', '<attr>', '<attr>'], 'after': []}}}", <group> g powder beer flavour <v>#<v> ,solid,,,,,5.0,gm,OMEE-G POWDER (BEER FLAVOUR) (5GM),OMEE-G POWDER (BEER FLAVOUR) (5GM),AHAU06,,AHAU06,2023-03-23 11:09:32,,,,,,,,5.0,,,,
,flavour orange insta ors,powder,0,,"{'#': {'string': '21.8 gm', 'type': 'measurement', 'number_string': (None, '21.8'), 'amount_suffix': (None, 'gm'), 'amount_separator': None, 'context': {'before': ['<attr>', '<attr>', '<pack>', '<attr>', '<attr>'], 'after': []}}}", ors insta powder orange flavour <v>#<v> ,solid,,,,,21.8,gm,ORS INSTA POWDER(ORANGE FLAVOUR)(21.8GM),ORS INSTA POWDER(ORANGE FLAVOUR)(21.8GM),AHCH11,,AHCH11,2023-03-23 11:09:32,,,,,,,,21.8,,,,
dermikem,,powder,1,,"{'#': {'string': '100 gm', 'type': 'measurement', 'number_string': (None, '100.0'), 'amount_suffix': (None, 'gm'), 'amount_separator': None, 'context': {'before': ['<group>', '<pack>'], 'after': []}}}", <group> powder <v>#<v> ,solid,,,,,100.0,gm,DERMIKEM POWDER (100GM),DERMIKEM POWDER (100GM),AHHF11,,AHHF11,2023-03-23 11:09:32,,,,,,,,100.0,,,,
,providip,powder,0,,"{'#': {'string': '10 gm', 'type': 'measurement', 'number_string': (None, '10.0'), 'amount_suffix': (None, 'gm'), 'amount_separator': None, 'context': {'before': ['<attr>', '<pack>'], 'after': []}}}", providip powder <v>#<v> ,solid,,,,,10.0,gm,PROVIDIP POWDER (10GM),PROVIDIP POWDER (10GM),AHLH01,,AHLH01,2023-03-23 11:09:32,,,,,,,,10.0,,,,
,protinuts chocolate,powder,0,,"{'#': {'string': '200 g', 'type': 'measurement', 'number_string': (None, '200.0'), 'amount_suffix': (None, 'gm'), 'amount_separator': None, 'context': {'before': ['<attr>', '<attr>', '<pack>', '<attr>'], 'after': []}}}", new protinuts powder chocolate <v>#<v> ,solid,new,,,,200.0,gm,NEW PROTINUTS POWDER (CHOCOLATE) (200G),NEW PROTINUTS POWDER (CHOCOLATE) (200G),AHLI01,,AHLI01,2023-03-23 11:09:32,,,,,,,,200.0,,,,
glucoshot,,powder,1,,"{'#': {'string': '50 g', 'type': 'measurement', 'number_string': (None, '50.0'), 'amount_suffix': (None, 'gm'), 'amount_separator': None, 'context': {'before': ['<group>', '<pack>'], 'after': []}}}", <group> powder <v>#<v> ,solid,,,,,50.0,gm,GLUCOSHOT POWDER (50G),GLUCOSHOT POWDER (50G),AHPX01,,AHPX01,2023-03-23 11:09:32,,,,,,,,50.0,,,,
,feripro tray red,injection,0,,"{'#': {'string': '1 s', 'type': 'measurement', 'number_string': (None, '1.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None}}", feripro red injection <v>#<v> tray ,liquid,,,,,1.0,pack_size,FERIPRO RED INJECTION (1'S) TRAY,FERIPRO RED INJECTION (1'S) TRAY,AILD01,,AILD01,2023-03-23 11:09:32,,,1.0,,,,,,,,,
zuka,cold,syrup,1,60.0,"{'#': {'string': '60 ml', 'type': 'measurement', 'number_string': (None, '60.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> cold ds suspension <v>#<v> dry syrup ,liquid,dry ds,,,,60.0,ml,ZUKACOLD DS SUSPENSION (60ML) DRY SYRUP,ZUKACOLD DS SUSPENSION (60ML) DRY SYRUP,AL2481,,AL2481,2023-03-23 11:09:32,,,,,,,,,,,,
alkof,cough dx,syrup,1,60.0,"{'#': {'string': '60 ml', 'type': 'measurement', 'number_string': (None, '60.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> dx cough syrup <v>#<v> ,liquid,,,,,60.0,ml,ALKOF-DX COUGH SYRUP (60ML),ALKOF-DX COUGH SYRUP (60ML),AL2533,,AL2533,2023-03-23 11:09:32,,,,,,,,,,,,
kofclear,mint,syrup,1,100.0,"{'#': {'string': '100 ml', 'type': 'measurement', 'number_string': (None, '100.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> mint syrup <v>#<v> ,liquid,,,,,100.0,ml,KOFCLEAR MINT SYRUP (100ML),KOFCLEAR MINT SYRUP (100ML),AL2604,,AL2604,2023-03-23 11:09:32,,,,,,,,,,,,
kofclear,expectorant plus,,2,100.0,"{'#': {'string': '100 ml', 'type': 'measurement', 'number_string': (None, '100.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None, 'context': {'before': ['<group>', '<attr>', '<attr>'], 'after': ['<pack>']}}, '##': {'string': '+', 'type': 'symbols', 'number_string': ('+',), 'context': {'before': ['<group>'], 'after': ['<attr>', '<v>#<v>', '<pack>']}}}", <group>  <v>##<v>  expectorant <v>#<v> liquid ,liquid,,,+,,100.0,ml,KOFCLEAR + EXPECTORANT (100ML) LIQUID,KOFCLEAR + EXPECTORANT (100ML) LIQUID,AL2612,,AL2612,2023-03-23 11:09:32,,,,+,,,,,,,,
kofclear,cough ls,syrup,1,100.0,"{'#': {'string': '100 ml', 'type': 'measurement', 'number_string': (None, '100.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> ls cough syrup <v>#<v> ,liquid,,,,,100.0,ml,KOFCLEAR LS COUGH SYRUP (100ML),KOFCLEAR LS COUGH SYRUP (100ML),AL2631,,AL2631,2023-03-23 11:09:32,,,,,,,,,,,,
kofclear,kid ls,drops,1,15.0,"{'#': {'string': '15 ml', 'type': 'measurement', 'number_string': (None, '15.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> ls kid drops <v>#<v> ,liquid,,,,,15.0,ml,KOFCLEAR LS KID DROPS (15ML),KOFCLEAR LS KID DROPS (15ML),AL2641,,AL2641,2023-03-23 11:09:32,,,,,,,,,,,,
kofclear,junior cough,syrup,1,100.0,"{'#': {'string': '100 ml', 'type': 'measurement', 'number_string': (None, '100.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> junior cough syrup <v>#<v> ,liquid,,,,,100.0,ml,KOFCLEAR JUNIOR COUGH SYRUP (100ML),KOFCLEAR JUNIOR COUGH SYRUP (100ML),AL2651,,AL2651,2023-03-23 11:09:32,,,,,,,,,,,,
kofclear,cough sf,syrup,1,100.0,"{'#': {'string': '100 ml', 'type': 'measurement', 'number_string': (None, '100.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> sf cough syrup <v>#<v> ,liquid,,,,,100.0,ml,KOFCLEAR SF COUGH SYRUP (100ML),KOFCLEAR SF COUGH SYRUP (100ML),AL2661,,AL2661,2023-03-23 11:09:32,,,,,,,,,,,,
kofclear,orange cough,syrup,1,100.0,"{'#': {'string': '100 ml', 'type': 'measurement', 'number_string': (None, '100.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> orange cough syrup <v>#<v> ,liquid,,,,,100.0,ml,KOFCLEAR ORANGE COUGH SYRUP (100ML),KOFCLEAR ORANGE COUGH SYRUP (100ML),AL2671,,AL2671,2023-03-23 11:09:32,,,,,,,,,,,,
kofclear,cough plus dx,syrup,1,100.0,"{'#': {'string': '100 ml', 'type': 'measurement', 'number_string': (None, '100.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None, 'context': {'before': ['<group>', '<attr>', '<attr>', '<attr>', '<pack>'], 'after': []}}, '##': {'string': '+', 'type': 'symbols', 'number_string': ('+',), 'context': {'before': ['<group>', '<attr>'], 'after': ['<attr>', '<pack>', '<v>#<v>']}}}", <group> dx  <v>##<v>  cough syrup <v>#<v> ,liquid,,,+,,100.0,ml,KOFCLEAR DX + COUGH SYRUP (100ML),KOFCLEAR DX + COUGH SYRUP (100ML),AL2681,,AL2681,2023-03-23 11:09:32,,,,+,,,,,,,,
kofclear,total,syrup,1,100.0,"{'#': {'string': '100 ml', 'type': 'measurement', 'number_string': (None, '100.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> total syrup <v>#<v> ,liquid,,,,,100.0,ml,KOFCLEAR TOTAL SYRUP (100ML),KOFCLEAR TOTAL SYRUP (100ML),AL2691,,AL2691,2023-03-23 11:09:32,,,,,,,,,,,,
ultivit,,syrup,1,200.0,"{'#': {'string': '200 ml', 'type': 'measurement', 'number_string': (None, '200.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> suspension <v>#<v> ,liquid,,,,,200.0,ml,ULTIVIT SUSPENSION (200ML),ULTIVIT SUSPENSION (200ML),AL7401,,AL7401,2023-03-23 11:09:32,,,,,,,,,,,,
omee,flavour mint mps,,1,200.0,"{'#': {'string': '200ml', 'type': 'measurement', 'number_string': (None, '200.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> mps liquid mint flavour <v>#<v> liquid ,liquid,,,,,200.0,ml,OMEE MPS LIQUID (MINT FLAVOUR) 200ML LIQUID,OMEE MPS LIQUID (MINT FLAVOUR) 200ML LIQUID,ALAU21,,ALAU21,2023-03-23 11:09:32,,,,,,,,,,,,
omee,flavour orange mps,,1,200.0,"{'#': {'string': '200ml', 'type': 'measurement', 'number_string': (None, '200.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> mps liquid orange flavour <v>#<v> liquid ,liquid,,,,,200.0,ml,OMEE MPS LIQUID (ORANGE FLAVOUR) 200ML LIQUID,OMEE MPS LIQUID (ORANGE FLAVOUR) 200ML LIQUID,ALAU22,,ALAU22,2023-03-23 11:09:32,,,,,,,,,,,,
omee,flavour saunf mps,,1,200.0,"{'#': {'string': '200ml', 'type': 'measurement', 'number_string': (None, '200.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> mps liquid saunf flavour <v>#<v> liquid ,liquid,,,,,200.0,ml,OMEE MPS LIQUID (SAUNF FLAVOUR) 200ML LIQUID,OMEE MPS LIQUID (SAUNF FLAVOUR) 200ML LIQUID,ALAU23,,ALAU23,2023-03-23 11:09:32,,,,,,,,,,,,
omee,emulsion lax,,1,200.0,"{'#': {'string': '200 ml', 'type': 'measurement', 'number_string': (None, '200.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> lax oral emulsion <v>#<v> ,liquid,oral,,,,200.0,ml,OMEE LAX ORAL EMULSION (200ML),OMEE LAX ORAL EMULSION (200ML),ALAU31,,ALAU31,2023-03-23 11:09:32,,,,,,,,,,,,
omee,emulsion plus lax,,1,200.0,"{'#': {'string': '200 ml', 'type': 'measurement', 'number_string': (None, '200.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> lax plus oral emulsion <v>#<v> ,liquid,oral,,,,200.0,ml,OMEE LAX PLUS ORAL EMULSION (200ML),OMEE LAX PLUS ORAL EMULSION (200ML),ALAU41,,ALAU41,2023-03-23 11:09:32,,,,,,,,,,,,
,insta apple ors,,0,200.0,"{'#': {'string': '200 ml', 'type': 'measurement', 'number_string': (None, '200.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", ors insta apple <v>#<v> liquid ,liquid,,,,,200.0,ml,ORS INSTA (APPLE) (200ML) LIQUID,ORS INSTA (APPLE) (200ML) LIQUID,ALCH11,,ALCH11,2023-03-23 11:09:32,,,,,,,,,,,,
,orange insta ors,,0,200.0,"{'#': {'string': '200 ml', 'type': 'measurement', 'number_string': (None, '200.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", ors insta orange <v>#<v> liquid ,liquid,,,,,200.0,ml,ORS INSTA (ORANGE) (200ML) LIQUID,ORS INSTA (ORANGE) (200ML) LIQUID,ALCH12,,ALCH12,2023-03-23 11:09:32,,,,,,,,,,,,
,insta lemon ors,,0,200.0,"{'#': {'string': '200 ml', 'type': 'measurement', 'number_string': (None, '200.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", ors insta lemon <v>#<v> ,liquid,,,,,200.0,ml,ORS INSTA (LEMON) (200ML),ORS INSTA (LEMON) (200ML),ALCH13,,ALCH13,2023-03-23 11:09:32,,,,,,,,,,,,
orogard,mouth wash,,1,100.0,"{'#': {'string': '100 ml', 'type': 'measurement', 'number_string': (None, '100.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", new <group> mouth wash <v>#<v> liquid ,liquid,new,,,,100.0,ml,NEW OROGARD MOUTH WASH (100ML) LIQUID,NEW OROGARD MOUTH WASH (100ML) LIQUID,ALGB21,,ALGB21,2023-03-23 11:09:32,,,,,,,,,,,,
orogard,mouth wash red,,1,100.0,"{'#': {'string': '100 ml', 'type': 'measurement', 'number_string': (None, '100.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", new <group> mouth wash red <v>#<v> liquid ,liquid,new,,,,100.0,ml,NEW OROGARD MOUTH WASH RED (100ML) LIQUID,NEW OROGARD MOUTH WASH RED (100ML) LIQUID,ALGB22,,ALGB22,2023-03-23 11:09:32,,,,,,,,,,,,
nimceta,gold,syrup,1,60.0,"{'#': {'string': '60 ml', 'type': 'measurement', 'number_string': (None, '60.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> gold suspension <v>#<v> ,liquid,,,,,60.0,ml,NIMCETA GOLD SUSPENSION (60ML),NIMCETA GOLD SUSPENSION (60ML),ALHE22,,ALHE22,2023-03-23 11:09:32,,,,,,,,,,,,
,feripro red,syrup,0,225.0,"{'#': {'string': '225 ml', 'type': 'measurement', 'number_string': (None, '225.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", feripro red syrup <v>#<v> ,liquid,,,,,225.0,ml,FERIPRO RED SYRUP (225ML),FERIPRO RED SYRUP (225ML),ALLD21,,ALLD21,2023-03-23 11:09:32,,,,,,,,,,,,
,feripro red,syrup,0,450.0,"{'#': {'string': '450 ml', 'type': 'measurement', 'number_string': (None, '450.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", feripro red syrup <v>#<v> ,liquid,,,,,450.0,ml,FERIPRO RED SYRUP (450ML),FERIPRO RED SYRUP (450ML),ALLD31,,ALLD31,2023-03-23 11:09:32,,,,,,,,,,,,
,pamagin,syrup,0,60.0,"{'#': {'string': '60 ml', 'type': 'measurement', 'number_string': (None, '60.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", pamagin ds suspension <v>#<v> ,liquid,ds,,,,60.0,ml,PAMAGIN DS SUSPENSION (60ML),PAMAGIN DS SUSPENSION (60ML),ALLO31,,ALLO31,2023-03-23 11:09:32,,,,,,,,,,,,
,lcm,syrup,0,60.0,"{'#': {'string': '60 ml', 'type': 'measurement', 'number_string': (None, '60.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", lcm syrup <v>#<v> ,liquid,,,,,60.0,ml,LCM SYRUP (60ML),LCM SYRUP (60ML),ALMS01,,ALMS01,2023-03-23 11:09:32,,,,,,,,,,,,
metron,of,syrup,1,30.0,"{'#': {'string': '30 ml', 'type': 'measurement', 'number_string': (None, '30.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> of suspension <v>#<v> ,liquid,,,,,30.0,ml,METRON OF SUSPENSION (30ML),METRON OF SUSPENSION (30ML),ALOB01,,ALOB01,2023-03-23 11:09:32,,,,,,,,,,,,
metron,of,syrup,1,60.0,"{'#': {'string': '60 ml', 'type': 'measurement', 'number_string': (None, '60.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> of suspension <v>#<v> ,liquid,,,,,60.0,ml,METRON OF SUSPENSION (60ML),METRON OF SUSPENSION (60ML),ALOB02,,ALOB02,2023-03-23 11:09:32,,,,,,,,,,,,
,cachlactin orange,syrup,0,200.0,"{'#': {'string': '200 ml', 'type': 'measurement', 'number_string': (None, '200.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", cachlactin syrup orange <v>#<v> ,liquid,,,,,200.0,ml,CACHLACTIN SYRUP (ORANGE) (200ML),CACHLACTIN SYRUP (ORANGE) (200ML),ALOQ01,,ALOQ01,2023-03-23 11:09:32,,,,,,,,,,,,
,cachlactin fruit mix,syrup,0,200.0,"{'#': {'string': '200 ml', 'type': 'measurement', 'number_string': (None, '200.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", cachlactin syrup mix fruit <v>#<v> ,liquid,,,,,200.0,ml,CACHLACTIN SYRUP (MIX FRUIT) (200ML),CACHLACTIN SYRUP (MIX FRUIT) (200ML),ALOQ02,,ALOQ02,2023-03-23 11:09:32,,,,,,,,,,,,
